fast_ema,slow_ema,rsi_period,rsi_overbought,rsi_oversold,atr_period,stop_atr,take_atr,final_capital,profit
5,50,14,75,30,14,1.5,4,846.7500000000097,-153.24999999999034
15,70,14,70,30,14,1.5,2,846.5700000000062,-153.4299999999938
15,70,14,70,25,14,1.5,2,846.5700000000062,-153.4299999999938
10,20,14,70,25,14,1.0,4,846.0300000000125,-153.96999999998752
10,20,14,70,30,14,1.0,4,846.0300000000125,-153.96999999998752
5,60,14,75,30,14,1.0,2,845.2200000000106,-154.7799999999894
5,60,14,75,25,14,1.0,2,845.2200000000106,-154.7799999999894
5,70,14,70,30,14,1.0,2,844.5200000000123,-155.47999999998774
5,70,14,70,25,14,1.0,2,844.5200000000123,-155.47999999998774
10,90,14,70,25,14,2.0,2,844.1900000000022,-155.80999999999779
10,90,14,70,30,14,2.0,2,844.1900000000022,-155.80999999999779
20,80,14,75,25,14,2.0,3,844.1100000000093,-155.88999999999066
20,80,14,75,30,14,2.0,3,844.1100000000093,-155.88999999999066
5,60,14,70,30,14,1.5,3,843.6700000000073,-156.32999999999265
5,60,14,70,25,14,1.5,3,843.6700000000073,-156.32999999999265
15,30,14,75,25,14,1.5,3,843.6700000000043,-156.32999999999572
15,30,14,75,30,14,1.5,3,843.6700000000043,-156.32999999999572
5,40,14,70,30,14,1.0,2,842.9900000000113,-157.00999999998874
5,40,14,70,25,14,1.0,2,842.9900000000113,-157.00999999998874
5,40,14,70,25,14,1.5,2,842.4100000000049,-157.58999999999514
5,40,14,70,30,14,1.5,2,842.4100000000049,-157.58999999999514
5,60,14,70,25,14,1.0,3,842.1500000000125,-157.84999999998752
5,60,14,70,30,14,1.0,3,842.1500000000125,-157.84999999998752
10,20,14,70,25,14,1.5,4,842.1200000000105,-157.87999999998954
10,20,14,70,30,14,1.5,4,842.1200000000105,-157.87999999998954
5,30,14,70,30,14,1.0,4,842.0200000000127,-157.97999999998729
5,30,14,70,25,14,1.0,4,842.0200000000127,-157.97999999998729
5,60,14,70,25,14,2.0,3,841.8000000000033,-158.19999999999675
5,60,14,70,30,14,2.0,3,841.8000000000033,-158.19999999999675
5,100,14,75,30,14,1.0,2,840.7100000000142,-159.28999999998575
5,100,14,75,25,14,1.0,2,840.7100000000142,-159.28999999998575
5,60,14,75,25,14,1.0,3,840.5700000000103,-159.42999999998972
5,60,14,75,30,14,1.0,3,840.5700000000103,-159.42999999998972
20,80,14,75,25,14,2.0,4,840.3000000000079,-159.6999999999921
20,80,14,75,30,14,2.0,4,840.3000000000079,-159.6999999999921
5,90,14,75,25,14,1.0,2,840.2100000000132,-159.78999999998678
5,90,14,75,30,14,1.0,2,840.2100000000132,-159.78999999998678
20,100,14,75,25,14,1.5,3,840.1400000000133,-159.8599999999867
20,100,14,75,30,14,1.5,3,840.1400000000133,-159.8599999999867
20,60,14,70,25,14,1.0,4,839.5800000000019,-160.41999999999814
20,60,14,70,30,14,1.0,4,839.5800000000019,-160.41999999999814
15,30,14,70,30,14,1.0,2,839.2800000000111,-160.7199999999889
15,30,14,70,25,14,1.0,2,839.2800000000111,-160.7199999999889
20,90,14,75,30,14,1.0,2,839.1000000000145,-160.89999999998554
20,90,14,75,25,14,1.0,2,839.1000000000145,-160.89999999998554
20,50,14,70,30,14,2.0,2,838.510000000001,-161.489999999999
20,50,14,70,25,14,2.0,2,838.510000000001,-161.489999999999
20,100,14,75,30,14,1.0,3,835.7300000000095,-164.26999999999055
20,100,14,75,25,14,1.0,3,835.7300000000095,-164.26999999999055
20,100,14,75,25,14,1.0,4,835.6000000000017,-164.39999999999827
20,100,14,75,30,14,1.0,4,835.6000000000017,-164.39999999999827
5,20,14,75,25,14,2.0,3,835.4500000000069,-164.54999999999313
5,20,14,75,30,14,2.0,3,835.4500000000069,-164.54999999999313
15,100,14,75,25,14,2.0,3,834.8100000000082,-165.18999999999176
15,100,14,75,30,14,2.0,3,834.8100000000082,-165.18999999999176
5,80,14,70,30,14,1.0,2,833.6700000000125,-166.32999999998754
5,80,14,70,25,14,1.0,2,833.6700000000125,-166.32999999998754
5,20,14,75,30,14,2.0,4,832.8700000000081,-167.12999999999192
5,20,14,75,25,14,2.0,4,832.8700000000081,-167.12999999999192
10,100,14,70,30,14,1.5,2,832.8400000000065,-167.1599999999935
10,100,14,70,25,14,1.5,2,832.8400000000065,-167.1599999999935
5,50,14,75,30,14,2.0,3,831.9900000000084,-168.00999999999158
5,50,14,75,25,14,2.0,3,831.9900000000084,-168.00999999999158
20,60,14,70,25,14,1.0,3,831.7400000000048,-168.25999999999522
20,60,14,70,30,14,1.0,3,831.7400000000048,-168.25999999999522
15,100,14,75,25,14,2.0,4,831.0000000000068,-168.99999999999318
15,100,14,75,30,14,2.0,4,831.0000000000068,-168.99999999999318
20,30,14,70,25,14,1.0,2,830.9700000000134,-169.02999999998656
20,30,14,70,30,14,1.0,2,830.9700000000134,-169.02999999998656
5,60,14,75,30,14,1.5,3,830.7200000000065,-169.2799999999935
5,60,14,75,25,14,1.5,3,830.7200000000065,-169.2799999999935
15,80,14,70,30,14,1.0,4,830.5700000000013,-169.4299999999987
15,80,14,70,25,14,1.0,4,830.5700000000013,-169.4299999999987
20,60,14,70,25,14,1.5,4,830.4500000000028,-169.54999999999723
20,60,14,70,30,14,1.5,4,830.4500000000028,-169.54999999999723
10,20,14,70,30,14,2.0,2,830.330000000009,-169.66999999999098
10,20,14,70,25,14,2.0,2,830.330000000009,-169.66999999999098
20,60,14,70,30,14,1.5,3,827.4800000000051,-172.51999999999487
20,60,14,70,25,14,1.5,3,827.4800000000051,-172.51999999999487
20,70,14,70,25,14,1.0,4,827.0600000000004,-172.9399999999996
20,70,14,70,30,14,1.0,4,827.0600000000004,-172.9399999999996
15,80,14,70,25,14,1.0,3,826.9200000000053,-173.0799999999947
15,80,14,70,30,14,1.0,3,826.9200000000053,-173.0799999999947
15,80,14,70,25,14,1.5,3,824.950000000004,-175.04999999999598
15,80,14,70,30,14,1.5,3,824.950000000004,-175.04999999999598
15,80,14,70,30,14,1.5,4,824.3400000000017,-175.65999999999826
15,80,14,70,25,14,1.5,4,824.3400000000017,-175.65999999999826
10,80,14,70,30,14,1.0,2,823.2400000000107,-176.7599999999893
10,80,14,70,25,14,1.0,2,823.2400000000107,-176.7599999999893
5,60,14,70,30,14,1.0,2,822.9000000000106,-177.09999999998945
5,60,14,70,25,14,1.0,2,822.9000000000106,-177.09999999998945
20,100,14,75,30,14,2.0,2,822.4500000000062,-177.54999999999382
20,100,14,75,25,14,2.0,2,822.4500000000062,-177.54999999999382
10,70,14,70,25,14,1.0,2,821.9800000000125,-178.01999999998748
10,70,14,70,30,14,1.0,2,821.9800000000125,-178.01999999998748
5,30,14,75,30,14,1.5,3,821.4400000000112,-178.5599999999888
5,30,14,75,25,14,1.5,3,821.4400000000112,-178.5599999999888
15,70,14,70,25,14,2.0,2,821.3700000000014,-178.62999999999863
15,70,14,70,30,14,2.0,2,821.3700000000014,-178.62999999999863
15,90,14,70,30,14,1.0,4,819.5400000000005,-180.45999999999947
15,90,14,70,25,14,1.0,4,819.5400000000005,-180.45999999999947
10,60,14,70,25,14,1.0,2,819.2800000000108,-180.71999999998923
10,60,14,70,30,14,1.0,2,819.2800000000108,-180.71999999998923
5,50,14,70,30,14,1.5,4,817.8900000000067,-182.1099999999933
5,50,14,70,25,14,1.5,4,817.8900000000067,-182.1099999999933
20,90,14,70,25,14,2.0,4,816.4600000000002,-183.53999999999985
20,90,14,70,30,14,2.0,4,816.4600000000002,-183.53999999999985
20,50,14,70,30,14,1.0,2,816.2200000000103,-183.77999999998974
20,50,14,70,25,14,1.0,2,816.2200000000103,-183.77999999998974
20,70,14,70,30,14,1.0,3,816.0800000000066,-183.91999999999337
20,70,14,70,25,14,1.0,3,816.0800000000066,-183.91999999999337
10,90,14,70,25,14,1.0,2,816.0400000000117,-183.95999999998833
10,90,14,70,30,14,1.0,2,816.0400000000117,-183.95999999998833
5,30,14,70,25,14,1.5,3,815.4400000000136,-184.55999999998642
5,30,14,70,30,14,1.5,3,815.4400000000136,-184.55999999998642
10,100,14,70,30,14,2.0,2,815.3300000000016,-184.66999999999837
10,100,14,70,25,14,2.0,2,815.3300000000016,-184.66999999999837
5,30,14,70,25,14,1.5,4,814.8400000000094,-185.15999999999065
5,30,14,70,30,14,1.5,4,814.8400000000094,-185.15999999999065
15,90,14,70,30,14,1.0,3,814.4400000000081,-185.55999999999187
15,90,14,70,25,14,1.0,3,814.4400000000081,-185.55999999999187
5,50,14,70,30,14,2.0,3,813.4200000000043,-186.57999999999572
5,50,14,70,25,14,2.0,3,813.4200000000043,-186.57999999999572
5,50,14,75,25,14,1.0,2,812.8600000000152,-187.13999999998475
5,50,14,75,30,14,1.0,2,812.8600000000152,-187.13999999998475
20,60,14,70,30,14,1.5,2,812.7800000000035,-187.2199999999965
20,60,14,70,25,14,1.5,2,812.7800000000035,-187.2199999999965
20,70,14,70,25,14,1.5,4,812.7200000000013,-187.27999999999872
20,70,14,70,30,14,1.5,4,812.7200000000013,-187.27999999999872
15,90,14,70,30,14,1.5,4,812.3200000000008,-187.67999999999915
15,90,14,70,25,14,1.5,4,812.3200000000008,-187.67999999999915
5,20,14,70,30,14,2.0,4,811.5700000000086,-188.42999999999142
5,20,14,70,25,14,2.0,4,811.5700000000086,-188.42999999999142
5,20,14,70,25,14,2.0,3,811.360000000008,-188.63999999999203
5,20,14,70,30,14,2.0,3,811.360000000008,-188.63999999999203
20,60,14,70,25,14,2.0,3,809.7900000000034,-190.20999999999663
20,60,14,70,30,14,2.0,3,809.7900000000034,-190.20999999999663
5,100,14,70,25,14,1.0,2,809.7400000000148,-190.2599999999852
5,100,14,70,30,14,1.0,2,809.7400000000148,-190.2599999999852
15,80,14,70,25,14,2.0,3,809.6900000000023,-190.30999999999767
15,80,14,70,30,14,2.0,3,809.6900000000023,-190.30999999999767
20,60,14,70,30,14,2.0,4,809.440000000001,-190.55999999999904
20,60,14,70,25,14,2.0,4,809.440000000001,-190.55999999999904
5,90,14,70,30,14,1.0,2,809.2400000000138,-190.75999999998623
5,90,14,70,25,14,1.0,2,809.2400000000138,-190.75999999998623
15,80,14,70,25,14,1.5,2,808.4500000000024,-191.54999999999757
15,80,14,70,30,14,1.5,2,808.4500000000024,-191.54999999999757
20,100,14,75,30,14,2.0,3,807.9600000000105,-192.0399999999895
20,100,14,75,25,14,2.0,3,807.9600000000105,-192.0399999999895
15,80,14,70,30,14,2.0,4,807.55,-192.45000000000005
15,80,14,70,25,14,2.0,4,807.55,-192.45000000000005
15,100,14,75,25,14,1.0,2,803.720000000012,-196.27999999998804
15,100,14,75,30,14,1.0,2,803.720000000012,-196.27999999998804
5,30,14,70,25,14,1.0,2,802.2400000000191,-197.7599999999809
5,30,14,70,30,14,1.0,2,802.2400000000191,-197.7599999999809
5,50,14,70,25,14,1.0,3,801.8400000000157,-198.15999999998428
5,50,14,70,30,14,1.0,3,801.8400000000157,-198.15999999998428
20,80,14,70,25,14,2.0,4,801.4899999999989,-198.51000000000113
20,80,14,70,30,14,2.0,4,801.4899999999989,-198.51000000000113
5,50,14,70,25,14,1.5,3,801.380000000008,-198.61999999999205
5,50,14,70,30,14,1.5,3,801.380000000008,-198.61999999999205
20,70,14,70,25,14,1.5,3,800.8900000000008,-199.10999999999922
20,70,14,70,30,14,1.5,3,800.8900000000008,-199.10999999999922
20,80,14,70,30,14,1.0,4,800.7199999999983,-199.28000000000168
20,80,14,70,25,14,1.0,4,800.7199999999983,-199.28000000000168
15,90,14,70,25,14,1.5,3,800.4900000000004,-199.50999999999965
15,90,14,70,30,14,1.5,3,800.4900000000004,-199.50999999999965
5,50,14,75,25,14,1.0,3,800.2900000000134,-199.70999999998662
5,50,14,75,30,14,1.0,3,800.2900000000134,-199.70999999998662
20,70,14,70,30,14,1.5,2,799.5900000000019,-200.40999999999815
20,70,14,70,25,14,1.5,2,799.5900000000019,-200.40999999999815
20,90,14,70,30,14,1.5,3,798.8100000000061,-201.18999999999392
20,90,14,70,25,14,1.5,3,798.8100000000061,-201.18999999999392
10,100,14,70,25,14,1.0,2,798.6600000000093,-201.3399999999907
10,100,14,70,30,14,1.0,2,798.6600000000093,-201.3399999999907
15,60,14,70,30,14,1.0,2,798.5900000000128,-201.40999999998724
15,60,14,70,25,14,1.0,2,798.5900000000128,-201.40999999998724
15,90,14,70,30,14,1.5,2,797.3900000000015,-202.60999999999854
15,90,14,70,25,14,1.5,2,797.3900000000015,-202.60999999999854
15,90,14,70,30,14,2.0,4,796.539999999999,-203.46000000000095
15,90,14,70,25,14,2.0,4,796.539999999999,-203.46000000000095
20,40,14,70,30,14,1.0,2,796.0500000000131,-203.94999999998686
20,40,14,70,25,14,1.0,2,796.0500000000131,-203.94999999998686
20,90,14,70,30,14,1.0,4,794.6700000000002,-205.3299999999998
20,90,14,70,25,14,1.0,4,794.6700000000002,-205.3299999999998
15,50,14,70,30,14,1.0,2,793.5500000000143,-206.44999999998572
15,50,14,70,25,14,1.0,2,793.5500000000143,-206.44999999998572
5,50,14,75,25,14,1.5,3,793.1900000000066,-206.80999999999335
5,50,14,75,30,14,1.5,3,793.1900000000066,-206.80999999999335
20,90,14,70,30,14,1.5,4,793.029999999998,-206.97000000000196
20,90,14,70,25,14,1.5,4,793.029999999998,-206.97000000000196
20,70,14,70,30,14,2.0,4,791.7099999999996,-208.29000000000042
20,70,14,70,25,14,2.0,4,791.7099999999996,-208.29000000000042
15,100,14,70,30,14,2.0,4,791.4899999999977,-208.51000000000226
15,100,14,70,25,14,2.0,4,791.4899999999977,-208.51000000000226
20,60,14,70,30,14,2.0,2,791.4099999999988,-208.59000000000117
20,60,14,70,25,14,2.0,2,791.4099999999988,-208.59000000000117
20,80,14,70,25,14,1.0,3,790.2700000000045,-209.72999999999547
20,80,14,70,30,14,1.0,3,790.2700000000045,-209.72999999999547
5,20,14,75,30,14,1.5,2,789.7200000000101,-210.27999999998985
5,20,14,75,25,14,1.5,2,789.7200000000101,-210.27999999998985
5,30,14,70,30,14,1.5,2,788.6500000000106,-211.34999999998945
5,30,14,70,25,14,1.5,2,788.6500000000106,-211.34999999998945
20,90,14,70,30,14,1.5,2,787.9600000000047,-212.0399999999953
20,90,14,70,25,14,1.5,2,787.9600000000047,-212.0399999999953
15,80,14,70,30,14,2.0,2,786.7199999999978,-213.28000000000225
15,80,14,70,25,14,2.0,2,786.7199999999978,-213.28000000000225
20,90,14,70,25,14,1.0,3,784.2200000000064,-215.7799999999936
20,90,14,70,30,14,1.0,3,784.2200000000064,-215.7799999999936
20,80,14,70,25,14,1.5,3,783.8400000000048,-216.1599999999952
20,80,14,70,30,14,1.5,3,783.8400000000048,-216.1599999999952
20,70,14,70,30,14,2.0,2,782.9899999999972,-217.01000000000283
20,70,14,70,25,14,2.0,2,782.9899999999972,-217.01000000000283
5,20,14,75,25,14,1.0,2,782.690000000019,-217.30999999998096
5,20,14,75,30,14,1.0,2,782.690000000019,-217.30999999998096
20,70,14,70,25,14,2.0,3,782.6599999999993,-217.3400000000007
20,70,14,70,30,14,2.0,3,782.6599999999993,-217.3400000000007
15,90,14,70,25,14,2.0,3,782.2599999999989,-217.74000000000115
15,90,14,70,30,14,2.0,3,782.2599999999989,-217.74000000000115
5,20,14,70,30,14,2.0,2,780.8500000000075,-219.14999999999247
5,20,14,70,25,14,2.0,2,780.8500000000075,-219.14999999999247
20,90,14,70,25,14,2.0,3,780.7500000000045,-219.24999999999545
20,90,14,70,30,14,2.0,3,780.7500000000045,-219.24999999999545
20,80,14,70,30,14,1.5,4,778.0599999999968,-221.94000000000324
20,80,14,70,25,14,1.5,4,778.0599999999968,-221.94000000000324
15,90,14,70,25,14,2.0,2,777.9999999999967,-222.0000000000033
15,90,14,70,30,14,2.0,2,777.9999999999967,-222.0000000000033
10,20,14,70,25,14,1.0,2,777.5200000000174,-222.47999999998262
10,20,14,70,30,14,1.0,2,777.5200000000174,-222.47999999998262
15,100,14,70,25,14,1.0,4,777.1899999999978,-222.81000000000222
15,100,14,70,30,14,1.0,4,777.1899999999978,-222.81000000000222
5,20,14,75,30,14,1.5,4,777.0900000000112,-222.90999999998883
5,20,14,75,25,14,1.5,4,777.0900000000112,-222.90999999998883
20,80,14,70,30,14,1.5,2,776.6700000000034,-223.32999999999663
20,80,14,70,25,14,1.5,2,776.6700000000034,-223.32999999999663
15,100,14,70,30,14,1.0,3,775.210000000005,-224.78999999999496
15,100,14,70,25,14,1.0,3,775.210000000005,-224.78999999999496
20,60,14,70,25,14,1.0,2,774.8600000000064,-225.13999999999362
20,60,14,70,30,14,1.0,2,774.8600000000064,-225.13999999999362
15,100,14,70,25,14,1.5,3,773.8400000000037,-226.15999999999633
15,100,14,70,30,14,1.5,3,773.8400000000037,-226.15999999999633
15,70,14,70,25,14,1.0,2,773.8000000000136,-226.1999999999864
15,70,14,70,30,14,1.0,2,773.8000000000136,-226.1999999999864
20,90,14,70,25,14,2.0,2,772.5200000000003,-227.47999999999968
20,90,14,70,30,14,2.0,2,772.5200000000003,-227.47999999999968
5,50,14,70,30,14,2.0,2,772.0200000000008,-227.97999999999922
5,50,14,70,25,14,2.0,2,772.0200000000008,-227.97999999999922
10,20,14,70,25,14,1.5,2,771.30000000001,-228.69999999999004
10,20,14,70,30,14,1.5,2,771.30000000001,-228.69999999999004
20,100,14,75,30,14,1.0,2,770.4800000000125,-229.51999999998748
20,100,14,75,25,14,1.0,2,770.4800000000125,-229.51999999998748
5,20,14,75,25,14,1.0,4,768.4200000000143,-231.57999999998572
5,20,14,75,30,14,1.0,4,768.4200000000143,-231.57999999998572
15,100,14,70,25,14,1.5,4,768.0599999999956,-231.94000000000437
15,100,14,70,30,14,1.5,4,768.0599999999956,-231.94000000000437
5,50,14,70,30,14,1.5,2,767.4300000000043,-232.56999999999573
5,50,14,70,25,14,1.5,2,767.4300000000043,-232.56999999999573
20,80,14,70,30,14,2.0,3,767.2700000000033,-232.72999999999672
20,80,14,70,25,14,2.0,3,767.2700000000033,-232.72999999999672
20,70,14,70,25,14,1.0,2,766.110000000005,-233.88999999999498
20,70,14,70,30,14,1.0,2,766.110000000005,-233.88999999999498
5,20,14,75,30,14,1.0,3,761.4100000000177,-238.5899999999823
5,20,14,75,25,14,1.0,3,761.4100000000177,-238.5899999999823
15,100,14,70,25,14,1.5,2,761.0800000000023,-238.91999999999769
15,100,14,70,30,14,1.5,2,761.0800000000023,-238.91999999999769
20,80,14,70,30,14,2.0,2,759.5899999999989,-240.4100000000011
20,80,14,70,25,14,2.0,2,759.5899999999989,-240.4100000000011
15,100,14,70,30,14,2.0,3,757.2700000000021,-242.72999999999786
15,100,14,70,25,14,2.0,3,757.2700000000021,-242.72999999999786
5,20,14,75,30,14,1.5,3,751.6200000000122,-248.37999999998783
5,20,14,75,25,14,1.5,3,751.6200000000122,-248.37999999998783
20,100,14,70,30,14,2.0,4,750.8399999999988,-249.16000000000122
20,100,14,70,25,14,2.0,4,750.8399999999988,-249.16000000000122
15,80,14,70,25,14,1.0,2,749.1900000000082,-250.80999999999176
15,80,14,70,30,14,1.0,2,749.1900000000082,-250.80999999999176
15,100,14,70,25,14,2.0,2,745.3499999999977,-254.65000000000225
15,100,14,70,30,14,2.0,2,745.3499999999977,-254.65000000000225
5,20,14,70,25,14,1.0,4,744.2500000000152,-255.74999999998477
5,20,14,70,30,14,1.0,4,744.2500000000152,-255.74999999998477
5,20,14,70,30,14,1.0,3,741.680000000019,-258.31999999998095
5,20,14,70,25,14,1.0,3,741.680000000019,-258.31999999998095
15,90,14,70,25,14,1.0,2,740.1400000000075,-259.8599999999925
15,90,14,70,30,14,1.0,2,740.1400000000075,-259.8599999999925
5,20,14,70,30,14,1.5,4,739.04000000001,-260.95999999999003
5,20,14,70,25,14,1.5,4,739.04000000001,-260.95999999999003
20,80,14,70,25,14,1.0,2,736.2200000000063,-263.7799999999937
20,80,14,70,30,14,1.0,2,736.2200000000063,-263.7799999999937
20,100,14,70,25,14,1.5,3,733.1900000000046,-266.8099999999954
20,100,14,70,30,14,1.5,3,733.1900000000046,-266.8099999999954
20,90,14,70,30,14,1.0,2,733.090000000008,-266.909999999992
20,90,14,70,25,14,1.0,2,733.090000000008,-266.909999999992
5,20,14,70,30,14,1.5,3,731.2600000000127,-268.7399999999873
5,20,14,70,25,14,1.5,3,731.2600000000127,-268.7399999999873
5,50,14,70,30,14,1.0,2,727.6800000000144,-272.3199999999856
5,50,14,70,25,14,1.0,2,727.6800000000144,-272.3199999999856
20,100,14,70,25,14,1.5,4,727.4099999999966,-272.59000000000344
20,100,14,70,30,14,1.5,4,727.4099999999966,-272.59000000000344
20,100,14,70,30,14,1.5,2,724.360000000003,-275.63999999999703
20,100,14,70,25,14,1.5,2,724.360000000003,-275.63999999999703
20,100,14,70,30,14,1.0,3,722.8200000000063,-277.1799999999937
20,100,14,70,25,14,1.0,3,722.8200000000063,-277.1799999999937
20,100,14,70,25,14,2.0,3,721.0900000000031,-278.9099999999969
20,100,14,70,30,14,2.0,3,721.0900000000031,-278.9099999999969
20,100,14,70,30,14,1.0,4,721.0799999999994,-278.92000000000064
20,100,14,70,25,14,1.0,4,721.0799999999994,-278.92000000000064
20,100,14,70,30,14,2.0,2,702.1699999999986,-297.8300000000014
20,100,14,70,25,14,2.0,2,702.1699999999986,-297.8300000000014
15,100,14,70,25,14,1.0,2,699.5000000000081,-300.4999999999919
15,100,14,70,30,14,1.0,2,699.5000000000081,-300.4999999999919
5,20,14,70,25,14,1.5,2,687.8600000000094,-312.13999999999055
5,20,14,70,30,14,1.5,2,687.8600000000094,-312.13999999999055
5,20,14,70,30,14,1.0,2,680.9400000000171,-319.0599999999829
5,20,14,70,25,14,1.0,2,680.9400000000171,-319.0599999999829
20,100,14,70,25,14,1.0,2,651.430000000009,-348.56999999999096
20,100,14,70,30,14,1.0,2,651.430000000009,-348.56999999999096
